Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Warranty,Price in Rupees,Rating,Actual price,%Off
"Samsung Galaxy M01 (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,14.48 cm (5.7 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM439) Octa Core Processor,No data available,"8,999",No data available,No data available,No data available
"Samsung Galaxy M30 (Gradation Blue, 64 GB)",4 GB RAM | 64 GB ROM,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months,No data available,"16,489",No data available,No data available,No data available
"Redmi Note 8 Pro (Shadow Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.59 cm (6.53 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP Front Camera,4500 mAh Li-polymer Battery,MediaTek Helio G90T Processor,No data available,"18,999",No data available,No data available,No data available
"Micromax Bharat 2 Plus (Black, 8 GB)",1 GB RAM | 8 GB ROM,10.16 cm (4 inch) Display,5MP Rear Camera,1600 mAh Battery,1 Year,No data available,"4,499",No data available,No data available,No data available
"Samsung Galaxy A51 (Prism Crush White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 12MP + 5MP + 5MP | 32MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9611 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"25,250",4.3,"₹25,999",2% off
"Samsung Galaxy A21s (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,No data available,"16,499",No data available,No data available,No data available
"Redmi K20 Pro (Flame Red, 128 GB)",6 GB RAM | 128 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"26,999",4.5,"₹28,999",6% off
"Apple iPhone SE (Red, 64 GB)",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A13 Bionic Chip with 3rd Gen Neural Engine Processor,"Water and Dust Resistant (1 meter for Upto 30 minutes, IP67)",No data available,"42,500",No data available,No data available,No data available
"Samsung Galaxy M11 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,No data available,"14,891",No data available,No data available,No data available
"Google Pixel 3a (Clearly White, 64 GB)",4 GB RAM | 64 GB ROM,14.22 cm (5.6 inch) Full HD+ Display,12.2MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 670 Processor,Brand Warranty of 1 Year Available for Mobile,"30,999",4.5,"₹39,999",22% off
"Google Pixel 3a (Just Black, 64 GB)",4 GB RAM | 64 GB ROM,14.22 cm (5.6 inch) Full HD+ Display,12.2MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 670 Processor,Brand Warranty of 1 Year Available for Mobile,"30,999",4.5,"₹39,999",22% off
"Vivo U10 (Thunder Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"9,990",4.4,"₹10,990",9% off
"Vivo U10 (Electric Blue, 64 GB)",3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"10,490",4.4,"₹11,990",12% off
"Redmi K20 Pro (Flame Red, 256 GB)",8 GB RAM | 256 GB ROM,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP + 8MP | 20MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"29,999",4.5,"₹31,999",6% off
"Samsung Galaxy A50 (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,25MP + 5MP + 8MP | 25MP Front Camera,4000 mAh Lithium-ion Battery,Exynos 9610 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"18,999",4.4,"₹24,000",20% off
"Redmi Note 8 (Moonlight White, 128 GB)",6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP | 13MP Front Camera,4000 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"15,199",No data available,No data available,No data available
"Redmi Note 8 (Cosmic Purple, 128 GB)",6 GB RAM | 128 GB ROM,16.0 cm (6.3 inch) Display,48MP Rear Camera | 13MP Front Camera,4000 mAh Battery,1 year,No data available,"15,866",No data available,No data available,No data available
"Apple iPhone 6s Plus (Space Grey, 64 GB)",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,No data available,"59,999",No data available,No data available,No data available
"Redmi Y2 (Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) HD+ Display,12MP + 5MP | 16MP Front Camera,3080 mAh Li Polymer Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"8,499",4.4,"₹13,499",37% off
"Panasonic Eluga Turbo (Marine Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2350 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"6,190",No data available,No data available,No data available
"Micromax Dual 5 (Champagne, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP + 13MP | 13MP Front Camera,3200 mAh Battery,Qualcomm Snapdragon 652 Octa Core 1.8GHz Processor,No data available,"24,999",No data available,No data available,No data available
"Lenovo Phab 2 (Champagne Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.26 cm (6.4 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4050 mAh Li-Polymer Battery,MTK8735 Processor,No data available,"8,999",No data available,No data available,No data available
"Lenovo Phab 2 (Gunmetal Gray, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,16.26 cm (6.4 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4050 mAh Li-Polymer Battery,MTK8735 Processor,No data available,"9,999",No data available,No data available,No data available
"Samsung Galaxy S9 Plus (Burgundy Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"30,999",4.5,"₹70,000",55% off
"Samsung Galaxy S4 (White Frost, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 2MP Front Camera,2600 mAh Li-Ion Battery,1 Year for Mobile & 6 Months for Accessories,No data available,"40,690",No data available,No data available,No data available
"LYF C459 (Blue, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,11.43 cm (4.5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Lithium-ion Battery,MSM 8909 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"3,499",3.5,"₹5,079",31% off
"Samsung Galaxy Note 10 (Aura Red, 256 GB)",8 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Display,12MP (Dual Aperture) + 12MP + 16MP | 10MP Front Camera,3500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"73,600",4.5,"₹75,000",1% off
"TP-Link Neffos C5 TP701A24IN (Dark Grey, 16 GB)",2 GB RAM | 16 GB ROM,12.7 cm (5 inch) HD Display,8MP Rear Camera,2200 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"4,899",No data available,No data available,No data available
"Apple iPhone 7 (Jet Black, 32 GB)",32 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,iOS 13 Compatible,Brand Warranty of 1 Year,"29,499",4.5,"₹29,900",1% off
"HTC Desire 816 Dual Sim (White, 8 GB)",1.5 GB RAM | 8 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Polymer Battery,Qualcomm Snapdragon 400 Processor,No data available,"27,390",No data available,No data available,No data available
"Asus Zenfone 2 Laser ZE550KL (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,No data available,"9,999",No data available,No data available,No data available
"Samsung Galaxy A9 Pro (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.24 cm (6 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,5000 mAh Li-Ion Battery,Qualcomm Snapdragon 652 Octa Core 1.8GHz Processor,No data available,"19,980",No data available,No data available,No data available
"Honor 7S (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) Display,13MP Rear Camera | 5MP Front Camera,3020 mAh Battery,Mediatek MT6739 Cortex A53 Processor,No data available,"6,499",No data available,No data available,No data available
"Samsung Galaxy M30 (Black, 32 GB)",3 GB RAM | 32 GB ROM,16.26 cm (6.4 inch) Display,13MP Rear Camera,5000 mAh Battery,12 Months,No data available,"10,379",No data available,No data available,No data available
"Micromax Canvas 5 Lite (Slate Grey, 16 GB)",2 GB RAM | 16 GB ROM,12.7 cm (5 inch) Display,8MP Rear Camera,2000 mAh Battery,1 Year Manufacturer Warranty,No data available,"6,499",No data available,No data available,No data available
"Gionee F10 (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.47 cm (6.09 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,3550 mAh Li Polymer Battery,Spreadtrum Processor,Brand Warranty of 1 Year Available for Mobile,"6,999",4.2,"₹7,990",12% off
"Apple iPhone 7 (Jet Black, 256 GB)",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"63,999",4.5,"₹74,400",13% off
"Apple iPhone 6s Plus (Silver, 64 GB)",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,No data available,"59,999",No data available,No data available,No data available
"Samsung Galaxy C7 Pro (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) Full HD Display,16MP Rear Camera | 16MP Front Camera,3300 mAh Battery,Qualcomm Snapdragon Octa-Core 2.2GHz Processor,No data available,"26,600",No data available,No data available,No data available
"Samsung Galaxy S9 Plus (Polaris Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 400 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,3500 mAh Battery,Exynos 9810 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"30,999",4.5,"₹70,000",55% off
"Intex Aqua Strong 5.1 Plus (Gold, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) FWVGA Display,5MP Rear Camera | 2MP Front Camera,2000 mAh Li-Ion Battery,SC9832A Processor,No data available,"4,228",No data available,No data available,No data available
"HTC One 801e (Silver, 32 GB)",2 GB RAM | 32 GB ROM,11.94 cm (4.7 inch) Full HD Display,2.1MP Front Camera,2300 mAh Li-Polymer Battery,Qualcomm Snapdragon 600 Processor,No data available,"45,500",No data available,No data available,No data available
"Asus 6Z (Silver, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"34,999",4.3,"₹43,999",20% off
"Samsung Galaxy On Nxt (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3300 mAh Li-ion Battery,Exynos 7870 Octa Core 1.6 GHz Processor,Brand Warranty of 1 Year,"9,499",4.3,"₹11,200",15% off
"Honor 7C (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.21 cm (5.99 inch) Display,13MP + 2MP | 8MP Front Camera,3000 mAh Battery,Qualcomm SDM450 Processor,No data available,"14,999",No data available,No data available,No data available
"Panasonic Eluga Ray X (Rose Gold, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 64 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Polymer Battery,Mediatek MT6737 Quad Core 1.3GHz Processor,No data available,"8,999",No data available,No data available,No data available
"Micromax Knight 2 (White +Champange, 16 GB)",2 GB RAM | 16 GB ROM,12.9 cm (5.08 inch) HD Display,5MP Rear Camera,2260 mAh Battery,1 Year Manufacturer Warranty,No data available,"14,000",No data available,No data available,No data available
"Micromax Vdeo 2 (Champagne, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,11.43 cm (4.5 inch) WVGA Display,5MP Rear Camera | 2MP Front Camera,1800 mAh Li-Ion Battery,Spreadtrum SC9832 Quad Core 1.3GHz Processor,No data available,"4,990",No data available,No data available,No data available
"Panasonic P91 (Blue, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) FWVGA Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Lithium ion Battery,MT6737M Processor,No data available,"7,990",No data available,No data available,No data available
"Panasonic P91 (Gold, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) FWVGA Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Lithium ion Battery,MT6737M Processor,No data available,"7,990",No data available,No data available,No data available
"Panasonic P91 (Black, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) FWVGA Display,8MP Rear Camera | 5MP Front Camera,2500 mAh Lithium ion Battery,MT6737M Processor,No data available,"7,990",No data available,No data available,No data available
"Redmi 6 Pro (Rose Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,14.83 cm (5.84 inch) Full HD+ Display,12MP + 5MP | 5MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 625 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,"9,289",4.3,"₹13,490",31% off
"Asus Zenfone Selfie (Black, 16 GB)",3 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 Octa Core 1.7GHz Processor,No data available,"9,999",No data available,No data available,No data available
"Asus Zenfone 2 Laser ZE500KL (Black, 8 GB)",2 GB RAM | 8 GB ROM | Expandable Upto 128 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2070 mAh Li-Polymer Battery,Qualcomm Snapdragon 410 MSM8916 Processor,No data available,"11,549",No data available,No data available,No data available
"Nokia 5 (Matte Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"6,490",4,"₹14,199",54% off
"Samsung Galaxy J4 Plus (Black, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,15.24 cm (6 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,3300 mAh Lithium-ion Battery,Qualcomm Snapdragon SD425 Processor,No data available,"9,000",No data available,No data available,No data available
"Lenovo S560 (Deep Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 0.3MP Front Camera,4000 mAh Li-Polymer Battery,1 Year for Mobile & 6 Months for Accessories,No data available,"19,999",No data available,No data available,No data available
"Apple iPhone 6s (Rose Gold, 16 GB)",16 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 5MP Front Camera,A9 Chip with 64-bit Architecture and M9 Motion Co-processor,Brand Warranty of 1 Year,No data available,"31,999",No data available,No data available,No data available
"Samsung Galaxy J7 (Gold, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,No data available,"11,700",No data available,No data available,No data available
"Asus 6Z (Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.23 cm (6.39 inch) Full HD+ Display,48MP + 13MP | 48MP + 13MP Dual Front Camera,5000 mAh Battery,Qualcomm SD 855 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"30,999",4.3,"₹38,999",20% off
"XOLO Cube 5.0 (Black, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2100 mAh Li-Ion Battery,MTK 6582M Processor,No data available,"3,518",No data available,No data available,No data available
"Asus Zenfone 3 Laser (Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 8MP Front Camera,3000 mAh Battery,Qualcomm Snapdragon 430 64-bit Octa Core 1.4GHz Processor,No data available,"19,999",No data available,No data available,No data available
"Samsung Galaxy Core (Chic White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,10.92 cm (4.3 inch) WVGA Display,5MP Rear Camera | 0.3MP Front Camera,1800 mAh Li-Ion Battery,1 Year for Mobile & 6 Months for Accessories,No data available,"14,700",No data available,No data available,No data available
"Samsung Galaxy J7 (White, 16 GB)",1.5 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Battery,Exynos 7580 Octa Core 1.5GHz Processor,No data available,"11,700",No data available,No data available,No data available
"HTC One E9S (Roast Chestnut, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 2 TB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera,2600 mAh Battery,MT6752M Processor,No data available,"19,990",No data available,No data available,No data available
"Samsung Galaxy M11 (Metallic Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) HD+ Display,13MP + 5MP + 2MP | 8MP Front Camera,5000 mAh Lithium-ion Battery,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,No data available,"14,941",No data available,No data available,No data available
"OPPO K1 (Astral Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.28 cm (6.41 inch) Display,16MP + 2MP | 25MP Front Camera,3600 mAh Battery,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"13,990",4.4,"₹20,990",33% off
"OPPO K1 (Piano Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.28 cm (6.41 inch) Display,16MP + 2MP | 25MP Front Camera,3600 mAh Battery,Qualcomm Snapdragon 660 Octa Core 1.95 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"13,990",4.4,"₹20,990",33% off
"Samsung Galaxy A31 (Prism Crush White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor,No data available,"21,999",No data available,No data available,No data available
"Mi A3 (Kind of Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.46 cm (6.088 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"12,999",4.3,"₹14,999",13% off
"Apple iPhone 11 (Purple, 128 GB)",128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year,No data available,"73,600",No data available,No data available,No data available
"Mi A3 (More Than White, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.46 cm (6.088 inch) HD+ Display,48MP + 8MP + 2MP | 32MP Front Camera,4030 mAh Battery,Qualcomm Snapdragon 665 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"12,999",4.3,"₹14,999",13% off
"Apple iPhone 11 (White, 128 GB)",128 GB ROM,15.49 cm (6.1 inch) Liquid Retina HD Display,12MP + 12MP | 12MP Front Camera,A13 Bionic Chip Processor,Brand Warranty for 1 Year,No data available,"73,600",No data available,No data available,No data available
"OnePlus 7T (Glacier Blue, 256 GB)",8 GB RAM | 256 GB ROM,16.64 cm (6.55 inch) Display,48 MP + 12 MP + 16 MP | 16MP Front Camera,3800 mAh Battery,Qualcomm® Snapdragon™ 855 Plus Processor,No data available,"38,965",No data available,No data available,No data available
"OnePlus 7T (Frosted Silver, 128 GB)",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Display,48 MP + 12 MP + 16 MP | 16MP Front Camera,3800 mAh Battery,Qualcomm® Snapdragon™ 855 Plus Processor,No data available,"36,999",No data available,No data available,No data available
"Apple iPhone 7 Plus (Black, 32 GB)",32 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,Apple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processor,iOS 13 Compatible,Brand Warranty of 1 Year,"36,999",4.5,"₹37,900",2% off
"OnePlus 7T (Glacier Blue, 128 GB)",8 GB RAM | 128 GB ROM,16.64 cm (6.55 inch) Display,48 MP + 12 MP + 16 MP | 16MP Front Camera,3800 mAh Battery,Qualcomm® Snapdragon™ 855 Plus Processor,No data available,"36,390",No data available,No data available,No data available
"Samsung Galaxy A31 (Prism Crush Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 5MP + 5MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MediaTek (MT6768) Octa Core Processor,No data available,"21,999",No data available,No data available,No data available
"Realme 6 Pro (Lightning Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Full HD+ Display,64MP + 12MP + 8MP + 2MP | 16MP + 8MP Dual Front Camera,4300 mAh Battery,Snapdragon 720G Processor,No data available,"18,999",No data available,No data available,No data available
"OnePlus 7T Pro (Haze Blue, 256 GB)",8 GB RAM | 256 GB ROM,16.94 cm (6.67 inch) Quad HD+ Display,48MP +8MP+16MP | 16MP Dual Front Camera,4085 mAh Battery,"Qualcomm® Snapdragon™ 855 Plus (Octa-core, 7nm, up to 2.96 GHz) , with Qualcomm AI Engine Processor",No data available,"48,408",No data available,No data available,No data available
"Redmi Note 6 Pro (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.9 cm (6.26 inch) Full HD+ Display,12MP + 5MP | 20MP + 2MP Dual Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"11,999",4.5,"₹17,999",33% off
"Vivo S1 (Skyline Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"16,990",4.5,"₹19,990",15% off
"Vivo S1 (Diamond Black, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"16,990",4.5,"₹19,990",15% off
"OPPO F15 (Unicorn White, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP | 16MP Front Camera,4000 mAh Battery,Helio P70 Processor,Brand Warranty of 1 Year Available for Mobile Including Battery and 6 Months for Accessories,"21,990",4.4,"₹22,990",4% off
"Vivo S1 (Skyline Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"18,990",4.5,"₹20,990",9% off
"Vivo S1 (Skyline Blue, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"19,990",4.5,"₹22,990",13% off
"Vivo S1 (Diamond Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.21 cm (6.38 inch) Full HD+ Display,16MP + 8MP + 2MP | 32MP Front Camera,4500 mAh Lithium Polymer Battery,Helio P65 (MT6768) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"19,990",4.5,"₹22,990",13% off
"Samsung Galaxy A21s (Blue, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Lithium-ion Battery,Exynos 850 Octa Core Processor,No data available,"18,499",No data available,No data available,No data available
